Date;Type;Gear;Name;Dist_km;Elv_meter;Elapsed_Time;Moving_Time;Start_Time;Day_of_Week;Speed_km/h;MaxSpeed_km/h;Elv_High_meter;Elv_Low_meter;Temp_°C;Cal;Energy_KJ;Segs;PRs;Group_Size;Kudos;Comments;Photos;Private;Visibility;Dist_start_to_end_km;Description;Tiles_calculated;Device_App;Activity_Id
04/16/2019;Ride;Gravel bike Genesis CdA10 (2014); 816/1904 terug;47.57;66;01:42:07;01:39:54;16:13:12;Tuesday;28.6;36.7;18;-3;15;1,322;1,185;54;;1;10;;;;Everyone;36.66;;;Garmin Edge 520 Plus;2294503803
04/16/2019;Ride;Gravel bike Genesis CdA10 (2014); 816/1904 heen;53.41;36;01:54:43;01:54:25;05:23:57;Tuesday;28.0;33.5;10;-5;2;1,447;1,29;39;2;1;10;;;;Everyone;37.19;;;Garmin Edge 520 Plus;2293249192
4-8-2019;Ride;Gravel bike Genesis CdA10 (2014); 815/1903 terug;57.04;50;01:57:46;01:53:53;16:34:52;Monday;30.0;37.4;15;-1;15;1,751;1,496;57;2;1;12;;;;Everyone;36.95;;;Garmin Edge 520 Plus;2274929116
4-8-2019;Ride;Gravel bike Genesis CdA10 (2014); 815/1903 heen;47.24;32;01:53:57;01:40:48;05:20:19;Monday;28.1;33.1;9;-12;7;1,263;1,14;47;3;1;14;5;3;;Everyone;37.19;Laagvliegende eend heeft rest van de dag hoofdpijn. Frontaal op het stuur, plukken dons en wat bloedvlekken op het asfalt, maar hij leeft nog 😅.;;Garmin Edge 520 Plus;2273880186
4-7-2019;Ride;Stadsfiets; Step by step;15.29;11;01:02:17;00:58:58;09:15:18;Sunday;15.6;23.4;4;-3;15;266;110;13;1;1;;;3;Yes;Only you;1.21;;;Garmin Edge 520 Plus;2270980907
4-6-2019;Ride;Racefiets Benotto (1989); Op en van de route met Garmin;73.86;84;02:49:00;02:45:23;06:40:17;Saturday;26.8;34.9;14;-5;4;2,058;1,086;50;8;1;10;;;;Everyone;0.02;Garmin Edge 520 Plus voor het eerst gebruikt. Navigatie in buitengebied prima, binnen elke bebouwde kom verkeerd gereden, nog ff aan elkaar wennen 😋.;;Garmin Edge 520 Plus;2271005822
03/30/2019;Ride;Racefiets Benotto (1989); Afsluiten die dijk!;112.49;81;04:36:03;04:02:31;10:03:42;Saturday;27.8;37.1;6;-7;18;2,682;1,747;59;59;1;13;3;6;;Everyone;67.47;;;Lezyne Super GPS Enhanced;2251924576
03/29/2019;Ride;Racefiets Benotto (1989); Ochtend rit;180.21;165;07:22:28;06:23:30;10:23:43;Friday;28.2;42.1;66;-2;17;4,25;2,858;135;110;1;16;4;3;;Everyone;138.24;;;Lezyne Super GPS Enhanced;2249693534
03/24/2019;Ride;Racefiets Benotto (1989); Stukje van de Vennbahn, met Jeanet;22.12;131;01:42:27;01:15:05;15:12:21;Sunday;17.7;33.1;412;276;13;502;366;10;8;1;10;2;4;;Everyone;0.11;De Vennbahn (RAVeL 148) loopt van Aken naar Troisvierges , dat is 125 km. Hebben we gelukkig maar een klein stukje van gedaan 😊;;Lezyne Super GPS Enhanced;2240016190
03/23/2019;Ride;Racefiets Benotto (1989); BRM300 Heerlen (2400 hm);306.80;1,923;13:12:48;11:37:27;09:00:04;Saturday;26.4;76.3;328;20;11;7,184;5,969;197;196;2;15;3;8;;Everyone;0.09;Route via Gulpen (Koning van Spanje) door de Voerstreek naar Luik en langs de Maas naar Namen, inclusief kasseienbeklimming van de Citadel. Via RAVeLs (voormalige spoorwegtracés) terug naar het noorden tot aan Beringen. Bij Kosten over de Maas en dan door 'vlak' Noord-Limburg terug naar Snowworld in Landgraaf.;;Lezyne Super GPS Enhanced;2235456072
03/20/2019;Ride;Racefiets Benotto (1989); 814/1902 terug;48.34;81;01:48:55;01:43:53;16:56:38;Wednesday;27.9;41.0;14;-7;13;1,139;843;54;1;1;8;;;;Everyone;37.14;;;Lezyne Super GPS Enhanced;2227452262
03/20/2019;Ride;Racefiets Benotto (1989); 814/1902 heen;48.05;88;01:40:53;01:40:53;05:21:42;Wednesday;28.6;40.3;-2;-35;9;1,145;856;56;1;1;6;;;;Everyone;37.26;;;Lezyne Super GPS Enhanced;2226210760
3-9-2019;Ride;Racefiets Wilier Mortirolo (2009); BRM300 Boekelo;221.28;653;11:44:03;08:59:44;09:03:55;Saturday;24.6;47.5;45;-20;10;5,198;3,957;131;41;1;12;5;4;;Everyone;61.42;Het begon zo mooi met de zonsopgang maar helaas na 220 km fiets kapot. Brevet dus niet gehaald want er ontbreken 2 stempels. Maar wel lekker gereden en weer genoten van wind tegen fietsen 😋.;;Lezyne Super GPS Enhanced;2204293993
3-2-2019;Ride;Gravel bike Genesis CdA10 (2014); Ochtend rit;144.27;259;05:54:18;05:26:43;09:47:40;Saturday;26.5;46.1;35;-7;13;3,415;3,748;131;72;1;9;;;;Everyone;0.00;;;Lezyne Super GPS Enhanced;2186132369
02/27/2019;Ride;Gravel bike Genesis CdA10 (2014); Rondje Etten-Leur met Jaap;167.71;281;07:12:32;06:12:28;10:12:41;Wednesday;27.0;46.4;29;-36;19;3,988;4,377;141;103;2;13;2;;;Everyone;0.80;;;Lezyne Super GPS Enhanced;2179558731
02/22/2019;Ride;Gravel bike Genesis CdA10 (2014); Ochtend rit;163.00;268;06:28:52;06:05:40;09:39:21;Friday;26.7;47.5;36;-7;12;3,855;4,147;135;86;1;9;3;1;;Everyone;1.22;;;Lezyne Super GPS Enhanced;2167114203
02/19/2019;Ride;Single speed Schindelhauer Viktor (2018); 813/1901 terug;48.53;56;01:39:20;01:39:20;16:24:39;Tuesday;29.3;42.5;73;-4;10;1,153;801;56;1;1;5;;;;Everyone;37.26;;;Lezyne Super GPS Enhanced;2160552012
02/19/2019;Ride;Single speed Schindelhauer Viktor (2018); 813/1901 heen;47.08;66;01:48:23;01:39:14;05:55:18;Tuesday;28.5;40.3;15;-9;7;1,122;839;53;3;1;6;4;3;;Everyone;37.29;;;Lezyne Super GPS Enhanced;2159434558
02/17/2019;Ride;Single speed Schindelhauer Viktor (2018); Lenterit;109.67;180;04:36:03;03:47:55;10:56:19;Sunday;28.9;46.8;27;-3;15;2,609;1,954;88;55;1;10;;1;;Everyone;1.34;;;Lezyne Super GPS Enhanced;2155704434
02/15/2019;Ride;Single speed Schindelhauer Viktor (2018); Middag rit;71.29;97;02:43:00;02:22:39;12:08:59;Friday;30.0;49.0;24;-11;16;1,694;1,332;51;4;1;10;;1;;Everyone;1.48;;;Lezyne Super GPS Enhanced;2150646920
2-9-2019;Ride;Gravel bike Genesis CdA10 (2014); BRM200 Zwolle, maar 193.5 km maar telt hopelijk wel voor BPB 😅. Wat een wind trouwens!😅;193.53;719;08:51:21;06:55:07;09:01:32;Saturday;28.0;54.7;91;-11;11;4,507;5,148;182;106;13;14;1;2;;Everyone;0.03;Eerste rit om defintief te kunnen inschrijven voor PBP 2019. Ik moet me nog wel voorlopig inschrijven, maar dat kan pas op 25 februari omdat ik vorig seizoen alleen een 300 km heb gereden en dan sta je bijna achteraan. Dus ik werk vooruit😊;;Lezyne Super GPS Enhanced;2135068278
2-3-2019;Ride;Gravel bike Genesis CdA10 (2014); Rondje Rhenen (er missen ca 15 km). Stukje met Jeanet, die wil nu ook een crosser 😊;61.55;90;02:46:54;02:29:44;10:50:56;Sunday;24.7;44.6;20;-7;8;1,443;1,572;45;3;1;9;;4;;Everyone;11.37;;;Lezyne Super GPS Enhanced;2121388031
2-1-2019;Ride;MTB Cube Reaction C:62 Race (2018); Ff op de MTB;25.13;37;01:28:17;01:19:51;12:57:41;Friday;18.9;33.1;9;-9;4;580;734;13;9;1;4;;2;;Everyone;1.20;;;Lezyne Super GPS Enhanced;2117129865
01/27/2019;Ride;Gravel bike Genesis CdA10 (2014); Ritje;29.26;41;02:56:49;01:07:42;16:06:27;Sunday;25.9;41.8;3;-12;7;685;795;24;7;1;4;;;;Everyone;0.46;;;Lezyne Super GPS Enhanced;2107511315
01/20/2019;Ride;MTB Cube Reaction C:62 Race (2018); Eindelijk op de nieuwe MTB die al drie weken binnen stond te glimmen😊.;43.49;118;02:29:35;02:05:34;13:36:52;Sunday;20.8;38.2;22;-41;4;952;1,406;81;10;1;9;2;2;;Everyone;0.11;;;Lezyne Super GPS Enhanced;2091924545
01/13/2019;Ride;Gravel bike Genesis CdA10 (2014); Lekker weertje hoor 😊;49.34;96;01:56:50;01:56:50;09:37:10;Sunday;25.3;42.5;10;-8;11;1,167;1,229;40;10;1;8;;;;Everyone;0.43;;;Lezyne Super GPS Enhanced;2075175037
1-6-2019;Ride;Gravel bike Genesis CdA10 (2014); Ochtend ritje;30.26;15;01:09:58;01:09:24;09:06:54;Sunday;26.2;38.9;34;3;9;717;766;29;6;1;8;;;;Everyone;1.14;;;Lezyne Super GPS Enhanced;2058882826
1-5-2019;Ride;MTB Gazelle W4 (2009); Laatste officiële rit op de oude MTB, na 10 fantastische jaren 😊;45.07;62;02:18:00;02:07:35;12:13:52;Saturday;21.2;35.6;22;0;10;997;1,424;57;9;1;5;;;;Everyone;0.90;;;Lezyne Super GPS Enhanced;2057118233
12/30/2018;Ride;MTB Gazelle W4 (2009); Met mezelf 😋;51.32;109;02:35:05;02:20:33;11:20:45;Sunday;21.9;38.2;29;-14;10;1,135;1,694;82;29;1;9;2;2;;Everyone;0.13;;;Lezyne Super GPS Enhanced;2044196301
12/29/2018;Ride;MTB Gazelle W4 (2009); MTBen met Rens en Ruud. Koffie gedronken op de spoedeisende hulp in Ede 🙃;20.51;337;01:40:25;01:11:40;11:03:11;Saturday;17.2;40.3;67;1;8;433;792;71;70;2;4;;1;;Everyone;0.02;;;Lezyne Super GPS Enhanced;2042694244
12/26/2018;Ride;MTB Gazelle W4 (2009); Met Ruud en Hugo;47.10;125;03:22:18;02:20:34;12:50:42;Wednesday;20.1;36.0;27;-20;7;1,036;1,518;69;9;3;9;;2;;Everyone;0.60;;;Lezyne Super GPS Enhanced;2036569458
12/24/2018;Ride;Gravel bike Genesis CdA10 (2014); Met Ruud, Bas, Gertjan en Luttik;66.00;170;02:51:54;02:25:43;12:49:51;Monday;27.2;49.0;54;-93;10;1,55;1,778;65;12;3;11;;1;;Everyone;0.12;;;Lezyne Super GPS Enhanced;2033403947
12/23/2018;Ride;MTB Gazelle W4 (2009); Ochtend rit;38.55;81;02:46:51;01:56:10;09:11:03;Sunday;19.9;36.0;18;-2;9;842;1,24;55;1;3;7;;;;Everyone;0.00;MTB route Zeist;;Lezyne Super GPS Enhanced;2032662993
12/20/2018;Ride;Gravel bike Genesis CdA10 (2014); Middag rit;32.20;101;01:23:01;01:13:52;11:38:27;Thursday;26.2;46.1;3;-29;11;765;832;32;4;1;7;;1;;Everyone;0.83;;;Lezyne Super GPS Enhanced;2027392467
12/19/2018;Ride;Gravel bike Genesis CdA10 (2014); Middag rit;54.41;129;02:23:09;02:12:26;12:04:34;Wednesday;24.7;41.8;46;-7;12;1,237;1,478;25;11;1;10;;2;;Everyone;0.90;;;Lezyne Super GPS Enhanced;2024971548
12-9-2018;Ride;Gravel bike Genesis CdA10 (2014); Middagrit;35.00;46;01:23:17;01:20:09;11:54:10;Sunday;26.2;40.3;-2;-26;11;810;948;32;9;1;9;;2;;Everyone;1.22;;;Lezyne Super GPS Enhanced;2008211842
12-8-2018;Ride;Racefiets Wilier Mortirolo (2009); Middag rit;17.68;45;00:39:58;00:39:58;12:38:36;Saturday;26.5;45.7;-4;-14;12;417;303;13;3;1;;;;Yes;Only you;1.22;;;Lezyne Super GPS Enhanced;2006440196
11/25/2018;Ride;Gravel bike Genesis CdA10 (2014); Ochtend rit;40.88;81;01:33:22;01:32:53;09:09:08;Sunday;26.4;42.5;54;-2;5;949;1,075;33;9;1;8;;;;Everyone;1.14;;;Lezyne Super GPS Enhanced;1983523162
11/15/2018;Ride;Gravel bike Genesis CdA10 (2014); 812 terug;47.50;57;02:10:07;01:48:50;16:24:30;Thursday;26.2;46.1;14;-18;12;1,122;1,231;63;;1;9;;2;;Everyone;37.14;;;Lezyne Super GPS Enhanced;1966441763
11/15/2018;Ride;Gravel bike Genesis CdA10 (2014); 812 heen;45.84;74;01:33:49;01:32:47;05:17:58;Thursday;29.6;42.5;4;-17;7;1,085;1,236;59;;1;7;;;;Everyone;36.75;;;Lezyne Super GPS Enhanced;1965500016
11/13/2018;Ride;Gravel bike Genesis CdA10 (2014); 811 terug;51.30;42;01:54:55;01:51:43;16:09:53;Tuesday;27.6;44.6;83;-14;13;1,221;1,31;65;24;1;7;;1;;Everyone;37.20;;;Lezyne Super GPS Enhanced;1962623723
11/13/2018;Ride;Gravel bike Genesis CdA10 (2014); 811 heen. Droog gehouden, binnen laatste kilometer een schuiver gemaakt 😕;48.25;77;01:38:26;01:37:48;05:01:20;Tuesday;29.6;43.9;6;-15;11;1,145;1,303;44;3;1;6;4;1;;Everyone;37.30;;Yes;Lezyne Super GPS Enhanced;1961685988
11-8-2018;Ride;Gravel bike Genesis CdA10 (2014); 810 terug;50.12;58;01:52:18;01:45:36;16:22:27;Thursday;28.5;39.6;3;-11;12;1,189;1,312;59;3;1;5;;;;Everyone;36.97;;;Lezyne Super GPS Enhanced;1953353461
11-7-2018;Ride;Gravel bike Genesis CdA10 (2014); 810 heen;49.07;68;01:40:37;01:37:29;05:17:41;Wednesday;30.2;43.9;15;-5;11;1,16;1,334;58;7;1;6;;1;;Everyone;37.27;;;Lezyne Super GPS Enhanced;1950623999
11-5-2018;Ride;Single speed Schindelhauer Viktor (2018); 809 terug;45.95;58;01:40:57;01:35:31;16:06:32;Monday;28.9;43.6;40;-3;12;1,083;811;53;2;1;7;;;;Everyone;37.10;;;Lezyne Super GPS Enhanced;1947690031
11-5-2018;Ride;Single speed Schindelhauer Viktor (2018); 809 heen;46.70;66;01:39:17;01:34:46;05:17:37;Monday;29.6;41.8;18;-4;9;1,108;877;55;3;1;7;;;;Everyone;37.20;;;Lezyne Super GPS Enhanced;1946908724
10/25/2018;Ride;Hybride Red Bull Multisport (2006); 808 terug;49.91;50;02:03:45;01:47:10;16:44:23;Thursday;27.9;41.0;38;-9;14;1,177;913;57;3;1;8;;1;;Everyone;37.96;;;Lezyne Super GPS Enhanced;1926995070
10/25/2018;Ride;Hybride Red Bull Multisport (2006); 808 heen;49.09;43;01:46:10;01:46:10;05:18:20;Thursday;27.7;44.6;9;-7;14;1,159;855;50;1;1;8;;;;Everyone;37.22;;;Lezyne Super GPS Enhanced;1925885034
10/23/2018;Ride;Gravel bike Genesis CdA10 (2014); 807 terug;57.09;65;01:58:45;01:52:40;16:39:35;Tuesday;30.4;52.6;9;-13;15;1,356;1,613;41;18;1;4;;2;;Everyone;37.28;;;Lezyne Super GPS Enhanced;1922915158
10/23/2018;Ride;Gravel bike Genesis CdA10 (2014); 807 heen;54.68;78;02:11:01;02:09:33;05:12:10;Tuesday;25.3;41.8;21;-4;12;1,291;1,414;41;17;1;6;6;1;;Everyone;37.31;;;Lezyne Super GPS Enhanced;1921959288
10/18/2018;Ride;Single speed Schindelhauer Viktor (2018); 806 terug;58.23;61;02:17:02;02:01:09;16:57:25;Thursday;28.8;44.3;5;-8;15;1,374;1,113;53;24;1;9;2;2;;Everyone;37.01;;;Lezyne Super GPS Enhanced;1912767365
10/18/2018;Ride;Single speed Schindelhauer Viktor (2018); 806 heen;47.38;51;01:41:23;01:41:23;05:09:36;Thursday;28.0;38.9;9;-10;15;1,122;796;42;2;1;5;;;;Everyone;37.20;;;Lezyne Super GPS Enhanced;1911698735
10/17/2018;Ride;Single speed Schindelhauer Viktor (2018); 805 terug;49.24;54;01:35:33;01:33:48;16:54:52;Wednesday;31.5;45.4;51;-8;18;1,166;936;56;2;1;7;;;;Everyone;37.16;;;Lezyne Super GPS Enhanced;1910669679
10/17/2018;Ride;Single speed Schindelhauer Viktor (2018); 805 heen;47.36;60;01:34:58;01:34:31;05:19:37;Wednesday;30.1;41.8;6;-13;15;1,115;850;60;5;1;7;3;;;Everyone;37.31;;;Lezyne Super GPS Enhanced;1909663228
10/16/2018;Ride;Single speed Schindelhauer Viktor (2018); 804 terug. Ook al weer bijna donker.;48.57;54;01:41:02;01:36:18;17:24:26;Tuesday;30.3;42.5;10;-4;22;1,139;905;57;2;1;5;;2;;Everyone;37.30;;;Lezyne Super GPS Enhanced;1908635234
10/16/2018;Ride;Single speed Schindelhauer Viktor (2018); 804 heen. Deels op de tast nadat de verlichting er mee ophield!;48.54;45;01:42:25;01:40:44;05:12:33;Tuesday;28.9;43.2;12;-6;14;1,151;842;39;2;1;4;;;;Everyone;37.31;;;Lezyne Super GPS Enhanced;1907522710
10/15/2018;Ride;Single speed Schindelhauer Viktor (2018); 803 terug;47.32;45;01:39:06;01:36:14;16:27:35;Monday;29.5;40.3;3;-9;22;1,124;861;56;1;1;7;;1;;Everyone;36.50;;;Lezyne Super GPS Enhanced;1906536092
10/15/2018;Ride;Single speed Schindelhauer Viktor (2018); 803 heen;49.64;57;01:39:49;01:39:49;05:20:58;Monday;29.8;45.4;6;-12;16;1,172;951;50;6;1;2;;;;Everyone;37.30;;;Lezyne Super GPS Enhanced;1905727468
10/13/2018;Ride;Single speed Schindelhauer Viktor (2018);" Op de nieuwe single speed 60 - 22 ;-). Met Luttik";52.11;37;01:47:18;01:47:18;12:38:59;Saturday;29.1;42.8;11;1;27;1,238;941;35;11;1;8;2;1;;Everyone;0.08;;;Lezyne Super GPS Enhanced;1901829327
10-6-2018;Ride;Gravel bike Genesis CdA10 (2014); Boekelo 300 rondje Flevoland (hm mz 1120);313.03;548;13:20:56;10:51:07;09:03:37;Saturday;28.8;57.6;98;1;19;7,299;8,613;207;166;7;16;3;6;;Followers;0.02;;;Lezyne Super GPS Enhanced;1888481222
09/27/2018;Ride;Racefiets Wilier Mortirolo (2009); 802 terug;47.80;84;01:40:04;01:37:21;17:51:59;Thursday;29.5;42.5;12;-8;19;1,134;905;55;1;1;7;;;;Followers;37.29;;;Lezyne Super GPS Enhanced;1869398268
09/27/2018;Ride;Hybride Red Bull Multisport (2006); 802 heen;49.40;58;01:44:05;01:42:14;05:09:47;Thursday;29.0;40.7;15;-6;13;1,172;909;52;5;1;11;;1;;Followers;37.30;;;Lezyne Super GPS Enhanced;1868239664
09/13/2018;Ride;Racefiets Wilier Mortirolo (2009); rondje Valporola 1600 hoogtemeters;56.17;1,483;04:22:13;02:44:12;10:28:45;Thursday;20.5;77.0;2,202;1,403;26;1,332;1,574;47;45;4;11;;;;Everyone;0.06;;;Lezyne Super GPS Enhanced;1838749916
9-12-2018;Ride;Racefiets Wilier Mortirolo (2009); rondje Fedaia 2366 hoogtemeters;68.34;1,249;05:28:27;03:36:54;10:42:44;Wednesday;18.9;79.9;2,184;1,303;27;1,609;1,629;43;22;3;11;;;;Everyone;0.02;;;Lezyne Super GPS Enhanced;1836708649
9-10-2018;Ride;Racefiets Wilier Mortirolo (2009); Giau 2284 hoogtemeters...nog steeds een killer! Maar naar beneden fantastico 💪;67.84;1,96;05:33:22;03:32:12;11:14:46;Monday;19.2;78.5;2,234;1,321;25;1,592;1,988;46;25;4;10;2;1;;Everyone;0.01;;Yes;Lezyne Super GPS Enhanced;1832310957
9-9-2018;Ride;Racefiets Wilier Mortirolo (2009); Sellaronde 2200 hoogtemeters;65.25;1,97;05:26:55;03:31:20;10:25:36;Sunday;18.5;87.1;2,25;1,456;23;1,551;1,898;63;58;5;7;;;;Everyone;0.01;;;Lezyne Super GPS Enhanced;1830327494
9-5-2018;Ride;Hybride Red Bull Multisport (2006); 801 terug;49.02;63;01:50:45;01:36:01;16:24:43;Wednesday;30.6;46.1;10;-44;23;1,166;934;58;;1;8;1;1;;Everyone;38.06;;;Lezyne Super GPS Enhanced;1821296066
9-5-2018;Ride;Hybride Red Bull Multisport (2006); 801 heen;46.36;49;01:40:35;01:38:11;05:24:31;Wednesday;28.3;46.8;0;-15;20;1,096;850;41;1;1;9;2;1;;Everyone;37.18;;;Lezyne Super GPS Enhanced;1820268973
9-4-2018;Ride;Single speed Felt Dispatch (2010); Ochtend ritje met de Azië gangers;25.18;43;01:00:23;00:55:24;10:18:06;Tuesday;27.3;49.0;11;-7;24;595;443;18;3;3;4;;4;;Everyone;0.01;;Yes;Lezyne Super GPS Enhanced;1818250462
9-3-2018;Ride;Single speed Felt Dispatch (2010); En terug ook voor de 800ste keer 😊;50.13;60;01:32:23;01:29:37;16:42:17;Monday;33.6;50.4;5;-29;23;1,193;1,038;61;6;1;5;;;;Everyone;38.39;;;Lezyne Super GPS Enhanced;1816768115
9-3-2018;Ride;Single speed Felt Dispatch (2010); Century! De 800ste werkrit naar Amsterdam, de 50ste naar PGB na 750 keer naar Kas Bank 💪😁;49.04;75;01:37:23;01:36:43;05:23:40;Monday;30.4;44.6;0;-18;18;1,164;928;50;15;1;7;1;;;Everyone;37.30;;Yes;Lezyne Super GPS Enhanced;1815812109
9-2-2018;Ride;Single speed Felt Dispatch (2010); Kracht- en koffiemolentraining in één: beetje wind plus single speed (50-18) 😊;38.91;57;01:24:12;01:16:21;13:15:30;Sunday;30.6;49.0;5;-10;27;927;774;31;15;1;6;;;;Everyone;0.88;;;Lezyne Super GPS Enhanced;1814315017
08/30/2018;Ride;Hybride Red Bull Multisport (2006); 799 terug;47.87;63;01:36:20;01:35:12;18:33:25;Thursday;30.2;43.9;4;-23;19;1,129;912;54;;1;7;;;;Everyone;37.29;;;Lezyne Super GPS Enhanced;1808076893
08/30/2018;Ride;Hybride Red Bull Multisport (2006); 799 heen;49.40;34;01:48:56;01:46:56;05:26:54;Thursday;27.7;39.6;39;-11;15;1,169;868;43;;1;5;;;;Everyone;37.29;;;Lezyne Super GPS Enhanced;1806765288
08/28/2018;Ride;Hybride Red Bull Multisport (2006); 798 terug;47.62;70;01:44:45;01:39:38;17:24:19;Tuesday;28.7;41.8;10;-8;22;1,127;832;59;;1;7;;;;Everyone;37.30;;;Lezyne Super GPS Enhanced;1803363688
08/28/2018;Ride;Hybride Red Bull Multisport (2006); 798 heen;54.25;43;02:05:08;01:56:32;06:13:37;Tuesday;27.9;53.6;4;-11;18;1,285;1,008;46;11;2;7;;;;Everyone;37.14;;;Lezyne Super GPS Enhanced;1802242691
08/24/2018;Ride;Racefiets Wilier Mortirolo (2009); Middag rit;54.67;93;01:46:41;01:45:55;13:25:43;Friday;31.0;54.7;6;-7;21;1,287;1,093;50;26;1;7;1;;;Everyone;0.11;;;Lezyne Super GPS Enhanced;1794173365
08/16/2018;Ride;Hybride Red Bull Multisport (2006); Rondje Vallée du Canut;43.57;375;01:35:52;01:34:50;10:23:36;Thursday;27.6;64.1;106;7;21;1,03;935;24;24;1;8;;;;Everyone;0.13;;;Lezyne Super GPS Enhanced;1775757872
08/13/2018;Ride;Hybride Red Bull Multisport (2006); Bretons rondje gravelbiken;64.10;722;03:24:23;02:57:26;10:40:13;Monday;21.7;61.2;112;18;23;1,504;1,391;24;24;1;7;;3;;Followers;0.04;;;Lezyne Super GPS Enhanced;1769129680
8-2-2018;Ride;Racefiets Wilier Mortirolo (2009); 797 terug;46.96;101;01:26:02;01:24:23;17:50:41;Thursday;33.4;46.8;7;-18;30;1,114;932;57;2;1;3;1;;;Everyone;36.99;;;Lezyne Super GPS Enhanced;1745192088
8-2-2018;Ride;Racefiets Wilier Mortirolo (2009); 797 heen;46.75;46;01:34:04;01:33:11;05:16:23;Thursday;30.1;41.0;5;-7;20;1,111;847;34;9;1;1;;;;Everyone;37.19;;;Lezyne Super GPS Enhanced;1743998994
07/31/2018;Ride;Racefiets Wilier Mortirolo (2009); 796 terug;65.15;68;02:23:37;02:19:05;15:23:34;Tuesday;28.1;45.7;94;-32;29;1,547;1,121;49;29;1;4;;;;Everyone;37.35;;;Lezyne Super GPS Enhanced;1740245074
07/31/2018;Ride;Racefiets Wilier Mortirolo (2009); 796 heen;48.10;57;01:38:16;01:37:56;05:24:39;Tuesday;29.5;41.8;4;-11;21;1,14;891;52;2;1;1;;;;Everyone;37.31;;;Lezyne Super GPS Enhanced;1739207199
07/30/2018;Ride;Racefiets Wilier Mortirolo (2009); 795 heen;51.83;41;01:46:01;01:43:51;05:16:36;Monday;29.9;45.4;6;-8;22;1,229;969;43;15;1;1;;;;Everyone;37.20;;;Lezyne Super GPS Enhanced;1737069252
07/24/2018;Ride;Racefiets Wilier Mortirolo (2009); 794 terug;47.47;54;01:29:26;01:28:25;16:57:20;Tuesday;32.2;47.2;28;-11;32;1,127;932;58;5;1;1;;;;Everyone;37.32;;;Lezyne Super GPS Enhanced;1737115741
07/24/2018;Ride;Racefiets Wilier Mortirolo (2009); 794 heen;50.39;62;01:47:05;01:47:05;05:25:15;Tuesday;28.2;41.0;7;-7;21;1,193;896;45;4;1;1;;;;Everyone;37.29;;;Lezyne Super GPS Enhanced;1723704478
07/23/2018;Ride;Racefiets Wilier Mortirolo (2009); 793 terug;47.90;99;01:37:16;01:35:06;16:32:01;Monday;30.2;49.3;3;-43;31;1,137;909;52;;1;1;;;;Everyone;37.31;;;Lezyne Super GPS Enhanced;1722531618
07/23/2018;Ride;Racefiets Wilier Mortirolo (2009); 793 heen;48.58;51;01:45:02;01:44:46;05:22:44;Monday;27.8;51.1;53;-7;18;1,149;816;52;3;1;1;;;;Everyone;37.27;;;Lezyne Super GPS Enhanced;1721644256
07/19/2018;Ride;Racefiets Wilier Mortirolo (2009); 792 terug;47.91;92;01:33:01;01:29:52;18:15:02;Thursday;32.0;46.4;13;-42;26;1,138;918;47;5;1;1;;;;Everyone;37.27;;;Lezyne Super GPS Enhanced;1721643361
07/19/2018;Ride;Racefiets Wilier Mortirolo (2009); 792 heen;50.56;76;01:53:55;01:51:23;05:19:41;Thursday;27.2;41.0;17;-47;18;1,201;848;55;1;1;1;;1;;Everyone;37.30;;;Lezyne Super GPS Enhanced;1712348974
07/18/2018;Ride;Racefiets Wilier Mortirolo (2009); 791 terug;47.24;59;01:25:16;01:21:45;17:17:56;Wednesday;34.7;56.9;84;-8;26;1,121;1,045;63;40;4;1;;1;;Everyone;37.19;;;Lezyne Super GPS Enhanced;1711603961
07/18/2018;Ride;Racefiets Wilier Mortirolo (2009); 791 heen;51.22;49;01:47:41;01:39:38;06:10:34;Wednesday;30.8;51.1;89;-30;18;1,207;998;53;40;3;1;;;;Everyone;37.24;;;Lezyne Super GPS Enhanced;1710125090
07/15/2018;Ride;Racefiets Wilier Mortirolo (2009); Avond rit;41.43;31;01:31:50;01:31:19;19:14:35;Sunday;27.2;41.0;13;-5;28;981;709;24;2;1;1;;;;Everyone;0.03;;;Lezyne Super GPS Enhanced;1705049021
07/14/2018;Ride;Racefiets Wilier Mortirolo (2009); Rondje Apeldoorn;139.89;280;04:55:26;04:52:39;10:12:57;Saturday;28.7;50.4;96;-1;26;3,249;2,599;103;60;1;1;;;;Everyone;0.90;;;Lezyne Super GPS Enhanced;1701896651
7-11-2018;Ride;Single speed Felt Dispatch (2010); 790 terug;54.10;55;01:48:05;01:43:30;17:12:10;Wednesday;31.4;48.2;4;-11;24;1,281;1,097;55;23;1;1;;;;Everyone;36.89;;;Lezyne Super GPS Enhanced;1695859881
7-11-2018;Ride;Single speed Felt Dispatch (2010); 790 heen;49.62;39;01:41:18;01:41:18;05:17:27;Wednesday;29.4;40.0;27;-43;16;1,171;903;45;10;1;1;;;;Everyone;37.15;;;Lezyne Super GPS Enhanced;1694745852
7-9-2018;Ride;Single speed Felt Dispatch (2010); 789 terug;48.44;75;01:35:30;01:32:27;16:53:51;Monday;31.4;49.7;10;-61;22;1,146;950;53;8;1;1;;;;Everyone;37.26;;;Lezyne Super GPS Enhanced;1691395261
